,Dp,DpDr,DpDt,DsqP,Dx,Dy,Ege,Ely,Emg,Erg,Esp,area,centers,depth,id,lat,long,p_cent,p_edge,pid,precip,precipArea,ptid,radius,time,type,u,uv,v,x,y
0,,150.39769647786002,,151.6176501650125,,,3,0,0,0,0,50,1,600.0,15,39.95202818702005,-101.30993669865201,100375.12646963245,100975.12646963245,15,0.0,0.0,204,3.989422804014327,41434.5,1,,,,37,100
1,-215.4893995298189,153.7996901357495,-1162.4726702277228,180.8698281807965,0,0,0,0,0,0,0,85,1,800.0,17,39.95202818702005,-101.30993669865201,100159.63707010263,100959.63707010263,17,0.0,0.0,204,5.201570947860099,41434.75,1,0.0,0.0,0.0,37,100
2,-602.9263528910087,232.06868393115712,-3266.4992881237263,301.4384056722615,0,1,0,0,0,0,3,21,1,600.0,13,39.74705951175068,-102.35535542155573,99556.71071721162,100156.71071721162,13,0.0,0.0,204,2.5854414729132054,41435.0,1,14.896254180615353,15.351433079186041,3.798579468501714,37,101
3,279.9125222656876,225.4556789242747,1504.1592175087276,407.8026952686423,0,-2,0,0,3,0,0,89,1,1200.0,8,40.13889966342279,-100.2568223622682,99836.62323947731,101036.62323947731,8,0.0,0.0,204,5.322553886092406,41435.25,1,29.73088240217117,30.687826792278564,7.261772820262159,37,99
4,600.6487866421521,147.47707483461792,3197.9650448938473,227.2542994798141,0,-3,0,0,0,0,0,52,1,600.0,12,40.58950577430981,-97.05784392324497,100437.27202611946,101037.27202611946,12,0.0,0.0,204,4.068428945128219,41435.5,1,45.01801121746205,45.93445558385065,8.35085224094545,37,96
5,121.55119865460438,98.31804988974528,619.1256237979752,172.44185868232307,2,-3,0,0,0,0,0,52,1,400.0,12,42.85125173344172,-93.96465738539706,100558.82322477407,100958.82322477407,12,0.0,0.0,204,4.068428945128219,41435.75,1,42.0234371670757,59.888751573376744,41.91577933571675,39,93
6,-320.15967998016276,121.98864028715766,-1690.962281172249,218.50685831557848,-2,-3,0,0,0,0,0,76,1,600.0,13,40.986289802731456,-90.54565492301778,100238.6635447939,100838.6635447939,13,0.0,0.0,204,4.918490759365935,41436.0,1,47.827269775426444,58.45079419074805,34.56238418003728,37,90
7,-102.76448753548902,129.9238212673922,-534.2217010327665,243.84771419085973,1,-5,0,0,0,0,0,67,1,600.0,8,41.78712748547654,-85.00625530399495,100135.89905725842,100735.89905725842,8,0.0,0.0,204,4.61809077155419,41436.25,1,76.53184032190244,78.42325969933859,14.84151456450634,38,85
8,-283.89448417857056,163.86341648290878,-1467.0319994649922,359.4409703891929,1,-5,0,0,0,0,0,117,1,1000.0,9,42.09484375123988,-79.34609885796858,99852.00457307984,100852.00457307984,9,0.0,0.0,204,6.102643417692329,41436.5,1,77.82297491864658,78.2194143382554,5.702747933148697,39,80
9,-65.54186664817098,161.59189007783823,-341.35924791422957,292.21713398256315,0,-2,0,0,0,0,0,77,1,800.0,9,41.69126759884713,-77.17121509631725,99786.46270643167,100586.46270643167,9,0.0,0.0,204,4.950743503369154,41436.75,1,30.09729032624141,30.920670981102692,7.479270110134117,39,78
10,-63.478227001207415,175.87667437494892,-342.17166211469345,289.5337774842469,-1,-3,0,0,0,0,0,65,1,800.0,7,39.9893608561741,-74.27525223022876,99722.98447943047,100522.98447943047,7,0.0,0.0,204,4.54864184146723,41437.0,1,41.11774012551571,51.40865884378618,31.540565901234576,38,75
11,-166.18605800492514,201.9898625972978,-888.8986549072332,375.9922740852662,1,-2,0,0,0,0,0,77,1,1000.0,7,40.363824487424665,-71.90609346931559,99556.79842142554,100556.79842142554,7,0.0,0.0,204,4.950743503369154,41437.25,1,33.45337051825238,34.256233325710085,6.9397426679935625,39,73
12,209.97430318642,152.02159927818587,1138.4757340551228,270.4362341726519,0,-2,0,0,0,0,0,87,1,800.0,5,39.70985562496794,-69.88036862500039,99766.77272461196,100566.77272461196,5,0.0,0.0,204,5.262410103554244,41437.5,1,28.87984393665356,31.192769868742957,12.119669948116755,39,71
13,223.4565433912212,91.5291232863769,1206.390128492488,189.16166199405143,1,-2,0,0,0,0,1,135,2,600.0,7,39.91471519233782,-67.50352641015847,99990.22926800318,100590.22926800318,7,0.0,0.0,204,6.555290583552474,41437.75,1,33.78444848155612,34.04720641339087,3.7965574276883762,40,69
14,61.75637278762588,81.80556234948534,329.81486279656053,219.82267868475537,1,-1,0,0,1,0,0,169,1,600.0,7,40.438968111012656,-66.09234107178423,100051.98564079081,100651.98564079081,7,0.0,0.0,204,7.334464586120832,41438.0,1,19.904595588417227,22.21860677814123,9.715710805873915,41,68
15,12.187492060882505,94.60658761673916,63.33300454361665,200.3642833060644,3,-3,0,0,0,0,0,351,1,1000.0,4,41.80631924240392,-61.69924462666245,100064.17313285169,101064.17313285169,4,0.0,0.0,204,10.57008845991889,41438.25,1,60.68033986945488,66.34868263430576,25.340418125401012,44,65
16,100.39883906034811,100.08377061807943,498.7511436198853,170.21758334640526,4,-2,0,0,0,0,0,555,0,1330.2559621418914,3,44.212802759377794,-57.439561154044966,100164.57197191204,101494.82793405393,4,0.0,0.0,204,13.291425312283248,41438.5,2,56.57610117499082,72.93005206364457,44.598126356874936,48,63
17,-500.8762370565237,135.66074587251168,-2187.4442834329943,320.27279846666124,9,2,0,0,0,0,0,437,3,1600.0,3,52.485801435885584,-52.98932981348188,99663.69573485552,101263.69573485552,3,0.0,0.0,204,11.794126515444734,41438.75,1,50.21517227613731,162.7426120071245,153.3192468274692,57,65
18,-449.0457578576461,182.9829604307365,-1927.1183541174462,402.74004241278953,1,1,0,0,1,0,0,304,1,1800.0,6,53.821758057342265,-53.27589065977247,99214.64997699787,101014.64997699787,6,0.0,0.0,204,9.83698151873187,41439.0,1,3.134891107453573,24.962519159900047,24.75859975386476,58,66
19,-398.56467036693357,291.3896181343476,-1667.1566090609676,466.22111669817014,2,1,0,0,0,0,3,37,1,1000.0,4,55.90994779553944,-52.66680558388687,98816.08530663094,99816.08530663094,4,0.0,0.0,204,3.431831258788849,41439.25,1,6.326772071245457,39.24035680902419,38.69935079312572,60,67
20,-409.6049790734687,251.40774092542023,-1702.0478541302743,561.7157765734769,0,1,0,0,2,0,0,336,2,2600.0,6,56.475593130286576,-53.914930318011486,98406.48032755747,101006.48032755747,6,0.0,0.0,204,10.341765891652821,41439.5,1,12.774814947290826,16.598552408045744,10.482815250674111,60,68
21,-327.3947756451089,274.9129033105651,-1340.364439531223,644.7874536349232,1,1,0,0,1,0,0,281,1,2600.0,6,57.79370680285345,-54.27259929214851,98079.08555191236,100679.08555191236,6,0.0,0.0,204,9.45754080179648,41439.75,1,3.5327801523785176,24.69124758443744,24.427925521710712,61,69
22,6.582008251862135,269.68504168083524,27.17953427151722,685.267261932901,-1,0,0,0,0,0,0,292,1,2600.0,3,57.02350150870724,-55.20397274689495,98085.66756016422,100685.66756016422,3,0.0,0.0,204,9.640875829802336,41440.0,1,9.39482176965032,17.034395437943292,14.273820197306502,60,69
23,303.34813588196994,340.58371542026094,1249.6605492466597,561.496219959472,1,-1,0,0,0,0,0,39,1,1200.0,5,57.23436580454537,-52.96961226876517,98389.01569604619,99589.01569604619,5,0.0,0.0,204,3.523362819972964,41440.25,1,22.409308543525597,22.810473732383258,3.9078399846128917,61,68
24,435.35562185362505,309.4249119082095,1805.265750994859,552.4418912847163,0,-1,0,0,0,0,0,21,1,800.0,6,56.65734472716542,-51.70983660332831,98824.37131789982,99624.37131789982,6,0.0,0.0,204,2.5854414729132054,41440.5,1,12.832256656955185,16.628125772010915,10.693636061937806,61,67
25,454.24299271329073,250.66282746310003,1880.7744059683814,477.35717476870786,1,-1,0,0,0,0,0,8,1,400.0,7,56.78770547499582,-49.48460217505541,99278.6143106131,99678.6143106131,7,0.0,0.0,204,1.5957691216057308,41440.75,1,22.587441194946294,22.75524915290764,2.4159089653883536,62,66
26,379.6125790318474,0.0,1569.8962410705674,355.08537146810386,2,-2,0,0,0,0,0,1,1,0.0,3,56.89232082865287,-45.0,99658.22688964495,99658.22688964495,3,0.0,0.0,204,0.5641895835477563,41441.0,1,45.38818913856696,45.49300592874967,1.9387827626316951,64,64
27,0.0,,,,0,0,0,3,0,0,0,0,0,,3,56.89232082865287,-45.0,,,3,0.0,0.0,204,0.0,41441.25,0,0.0,0.0,0.0,64,64
