,Dp,DpDr,DpDt,DsqP,Dx,Dy,Ege,Ely,Emg,Erg,Esp,area,centers,depth,id,lat,long,p_cent,p_edge,pid,precip,precipArea,ptid,radius,time,type,u,uv,v,x,y
0,,0.0,,178.90298694232024,,,3,0,0,0,0,1,1,0.0,8,73.18470154667278,-1.5481704457716319,100079.5825585615,100079.5825585615,8,0.0,0.0,240,0.5641895835477563,40948.25,1,,,,89,71
1,15.444824454651098,0.0,55.71787114445292,126.487986958276,4,1,0,0,0,0,3,1,1,0.0,7,73.78865697090863,11.309938893569154,100095.02738301615,100095.02738301615,7,0.0,0.0,240,0.5641895835477563,40948.5,1,66.39816240630132,68.51077277325605,11.192796515748057,93,72
2,-375.61058827812667,125.33141373155001,-1332.510346573624,312.99129815654123,-1,4,0,0,3,0,0,8,1,200.0,9,77.54551853627116,10.491479992735776,99719.41679473802,99919.41679473802,9,0.0,0.0,240,1.5957691216057308,40948.75,1,3.2711811167457094,69.72346973881763,69.62399102904135,92,76
3,-24.278578477402334,98.31804988974528,-86.19643234971787,308.38291670477247,1,0,0,0,0,0,0,13,1,200.0,9,77.34805955682205,14.534464321980494,99695.13821626062,99895.13821626062,9,0.0,0.0,240,2.0342144725641096,40949.0,1,16.407761638160988,16.687469154390417,3.6594061225254264,93,76
4,-114.99468675597745,90.64789289732038,-408.47560856629974,180.11944742597598,3,1,0,0,0,0,1,15,0,198.0744262428925,7,77.21809086327528,27.474424459091665,99580.14352950464,99778.21795574753,8,0.0,0.0,240,2.1850968611841584,40949.25,2,52.94842976211508,52.73798298223159,2.408643224170645,96,77
5,-127.29454602046462,133.98491713813576,-453.44328554312216,275.97561239877086,4,2,0,0,0,0,0,28,2,400.0,9,76.52526318680127,45.00000927268113,99452.84898348417,99852.84898348417,9,0.0,0.0,240,2.985410660720923,40949.5,1,75.40323356241089,74.58678666862211,12.839820443807707,100,79
6,-126.21997695998289,144.72025091165352,-447.77604298408494,281.6415435920767,1,3,0,0,0,0,2,6,1,200.0,8,77.54552211679393,56.8886459632098,99326.62900652419,99526.62900652419,8,0.0,0.0,240,1.381976597885342,40949.75,1,47.43510909702364,52.80915851275219,18.90793614649815,101,82
7,-33.76790221314877,85.97664051548493,-119.76386638119389,226.63963779701817,1,2,0,0,0,0,0,17,1,200.0,6,77.61202821795935,66.25049201622652,99292.86110431104,99492.86110431104,6,0.0,0.0,240,2.326213245840639,40950.0,1,37.18114822122281,37.299635059674564,1.2325235067508598,102,84
8,-120.71686938556377,88.6226925452758,-427.5972923375846,178.9413870140006,0,1,0,0,0,0,0,16,1,200.0,8,77.94998583310196,70.20111690012914,99172.14423492548,99372.14423492548,8,0.0,0.0,240,2.256758334191025,40950.25,1,15.281847172450433,16.709661755339365,6.263195370792141,102,85
9,-19.22656298612128,117.11227045878758,-67.9818821737999,213.51178691834457,0,2,0,0,2,0,0,64,0,528.5881847878045,8,78.4394604317714,78.69007651335181,99152.91767193936,99681.50585672716,7,0.0,0.0,240,4.51351666838205,40950.5,2,31.50007045531109,33.405992058280134,9.07118201557045,102,87
