,Dp,DpDr,DpDt,DsqP,Dx,Dy,Ege,Ely,Emg,Erg,Esp,area,centers,depth,id,lat,long,p_cent,p_edge,pid,precip,precipArea,ptid,radius,time,type,u,uv,v,x,y
0,-307.38045536629215,141.7963080724413,-1368.6831737103298,271.5171978950052,2,-2,2,0,0,0,2,25,1,400.0,9,51.075263231887,-79.75591209475213,100679.42235755126,101079.42235755126,9,0.0,0.0,440.0,2.8209479177387813,41386.0,1,35.37211642964442,46.75858486649181,29.86520222528323,48,82
1,-501.4320338118996,218.79645347834503,-2155.271935844962,399.9456831647435,3,-1,0,0,0,0,0,42,1,800.0,8,53.70075930373619,-77.55000079459109,100177.99032373936,100977.99032373936,8,0.0,0.0,440.0,3.656366395715726,41386.25,1,24.20069754011396,54.67451500215733,48.65697385247479,51,81
2,-296.5658479875274,243.46526053340727,-1235.6626194441837,405.5438727236501,3,-1,0,0,0,0,0,53,1,1000.0,8,56.24318299916273,-75.0183697234905,99881.42447575183,100881.42447575183,8,0.0,0.0,440.0,4.1073621666150775,41386.5,1,26.069098231170646,54.26165631412385,47.117436052056775,54,80
3,-367.72316053367103,284.22493045528034,-1505.4700656947302,448.90755847673563,2,-1,0,0,0,0,0,56,1,1200.0,9,57.793709307727575,-72.59729422220313,99513.70131521816,100713.70131521816,9,0.0,0.0,440.0,4.222008245644752,41386.75,1,23.912281607542443,37.70850462993798,28.73510985688783,56,79
4,90.59398274763953,257.9299215464548,358.7215396370095,420.51155269784704,4,-1,0,0,0,0,0,68,1,1200.0,8,61.026971945979675,-68.70264344118708,99604.2952979658,100804.2952979658,8,0.0,0.0,440.0,4.652426491681278,41387.0,1,34.957506000559775,70.2548388010001,59.920400313839096,60,78
5,9.286727432729094,236.85410871273365,36.59475028869181,433.21619211926827,1,-1,0,0,0,0,0,56,1,1000.0,8,61.53307535625629,-66.31791432468185,99613.58202539853,100613.58202539853,8,0.0,0.0,440.0,4.222008245644752,41387.25,1,21.064414330703666,23.214199791573154,9.379355263378338,61,77
6,272.5364198527677,159.53331060828276,1046.3045492926217,288.5984013578827,4,-1,0,0,0,0,0,79,1,800.0,8,64.46374249009675,-61.14433651225479,99886.1184452513,100686.1184452513,8,0.0,0.0,440.0,5.014626706796775,41387.5,1,41.320410663969284,69.55978196993932,54.312552827834686,65,76
7,-26.520260173492716,158.53309190424042,-99.55594481160078,291.6884690481511,3,1,0,0,0,0,0,80,1,800.0,9,67.33690152398074,-59.82648069696762,99859.5981850778,100659.5981850778,9,0.0,0.0,440.0,5.046265044040321,41387.75,1,9.410349977397894,54.169508042151975,53.2467846684804,68,77
8,-278.52722095196077,213.37836889641733,-1030.7975728479698,433.70870831418597,2,1,0,0,0,0,0,69,1,1000.0,7,69.39347617541833,-59.47028978961101,99581.07096412584,100581.07096412584,7,0.0,0.0,440.0,4.686510657907603,41388.0,1,2.3232434493361045,38.19090270614055,38.113444584276884,70,78
9,-157.48365908536653,243.46526053340727,-575.4610047619436,416.99024152716856,2,1,0,0,0,0,0,53,1,1000.0,7,71.44238624940564,-59.03624510428216,99423.58730504048,100423.58730504048,7,0.0,0.0,440.0,4.1073621666150775,41388.25,1,2.5600395423298865,38.06673621192217,37.9714008963861,72,79
10,-161.6763127045997,237.6784042834257,-586.6099241687983,458.3786656337011,1,1,0,0,0,0,0,109,1,1400.0,7,72.69704937696035,-60.0684916096651,99261.91099233588,100661.91099233588,7,0.0,0.0,440.0,5.890312181373172,41388.5,1,5.689680257779854,23.985406538537358,23.25202907201309,73,80
11,352.1887030056969,184.79108808238473,1264.6171185607238,254.72654230490934,2,1,0,0,0,0,0,92,1,1000.0,7,74.73810031766833,-59.620871019837125,99614.09969534157,100614.09969534157,7,0.0,0.0,440.0,5.4115163798060095,41388.75,1,2.1836385207251117,37.8969164548275,37.82575160497192,75,81
12,613.8810688942904,99.27727309126983,2181.7000227758135,189.3172689736316,1,4,0,0,0,0,0,51,1,400.0,7,77.08940334478213,-71.5650491804918,100227.98076423586,100627.98076423586,7,0.0,0.0,440.0,4.029119531035698,41389.0,1,49.372450669261966,69.07673067196129,43.57549460317469,76,85
13,0.0,,,,0,0,0,3,0,0,0,0,0,,7,77.08940334478213,-71.5650491804918,,,7,0.0,0.0,440.0,0.0,41389.25,0,0.0,0.0,0.0,76,85
