,Dp,DpDr,DpDt,DsqP,Dx,Dy,Ege,Ely,Emg,Erg,Esp,area,centers,depth,id,lat,long,p_cent,p_edge,pid,precip,precipArea,ptid,radius,time,type,u,uv,v,x,y
0,,0.0,,88.87689773775628,,,3,0,0,0,0,1,1,0.0,7,37.08119773977582,-75.10130259139814,99568.46947018057,99568.46947018057,7,0.0,0.0,131,0.5641895835477563,40549.5,1,,,,35,75
1,-409.03011475352105,109.39822673917251,-2278.295441632405,222.9525425556858,2,-2,0,0,0,0,0,42,1,400.0,5,38.45661967420829,-72.55281104271256,99159.43935542705,99559.43935542705,5,0.0,0.0,131,3.656366395715726,40549.75,1,36.983566578448915,45.203328617346735,25.48999018408926,37,73
2,-335.89378711507015,152.90289129460444,-1858.2441671107417,345.8693106007818,1,-2,0,0,0,0,0,86,1,800.0,4,38.76785534412109,-70.24053069411805,98823.54556831198,99623.54556831198,4,0.0,0.0,131,5.232078956954491,40550.0,1,33.410600076500835,33.97641575249219,5.767971247520657,38,71
3,-806.8895588451414,224.19964865591714,-4274.703835218581,515.7798643338092,3,-2,0,0,0,0,0,160,1,1600.0,4,40.83485236772098,-67.08716984086531,98016.65600946684,99616.65600946684,4,0.0,0.0,131,7.136496464611085,40550.25,1,44.21288210005723,59.010860743239995,38.3065970689518,41,69
4,-391.036036617792,282.01771439064134,-1980.848597789059,489.698058983015,4,-3,0,0,0,0,0,158,1,2000.0,4,43.14464850548412,-62.16191764377507,97625.61997284905,99625.61997284905,4,0.0,0.0,131,7.091753098990329,40550.5,1,66.5889374898854,80.19759044864,42.80626868374293,45,66
5,-378.8125622254738,311.20587778100094,-1888.5886432268376,548.0019729410637,1,0,0,0,0,0,0,157,1,2200.0,5,44.013552222144355,-61.620754858351745,97246.80741062357,99446.80741062357,5,0.0,0.0,131,7.069275219628611,40550.75,1,7.212664536567804,17.66594712916693,16.102947505869913,46,66
6,143.2635422690364,276.3197994732127,705.1257464235563,343.43495687839277,2,-2,0,0,0,0,0,237,1,2400.0,6,44.73404813339004,-58.431029587266316,97390.07095289261,99790.07095289261,6,0.0,0.0,131,8.685588237163813,40551.0,1,41.990473255265,44.3099156829366,13.352581666444683,48,64
7,-89.46142907143803,277.86741839832155,-435.98757313247967,348.00764502867787,2,-2,0,0,0,0,0,319,1,2800.0,3,45.30069937727655,-55.15426683887182,97300.60952382117,100100.60952382117,3,0.0,0.0,131,10.076748170547344,40551.25,1,42.71127613637109,44.18946505704356,10.501457249501382,50,62
8,-330.4976655981591,308.7389092889308,-1503.4640950861735,478.4988265394836,4,2,0,0,0,0,0,381,1,3400.0,4,49.59600148586496,-54.30994120593931,96970.11185822301,100370.11185822301,4,0.0,0.0,131,11.012541334134653,40551.5,1,10.142204997378094,80.30137339915848,79.6026338134511,54,64
9,89.98613169873715,285.64535374705815,420.52360103778807,266.899512977659,0,-3,0,0,0,0,0,499,1,3600.0,3,47.839626352262115,-51.24191550011881,97060.09798992175,100660.09798992175,3,0.0,0.0,131,12.603040633343667,40551.75,1,38.161143386036485,49.658967226238104,32.55000069021583,54,61
10,289.90818768760073,260.51680531148764,1368.1645315801254,271.95600542774355,0,-1,0,0,0,0,1,474,2,3200.0,3,47.22516842824059,-50.27389556369557,97350.00617760935,100550.00617760935,3,0.0,0.0,131,12.283276682185287,40552.0,1,12.183191715833928,16.624607904564595,11.387433964623408,54,60
11,-37.40855146550166,241.8772218782609,-174.2309451972501,271.92729102315525,2,-1,0,0,0,0,0,363,2,2600.0,2,48.053202311032365,-47.68377523245468,97312.59762614385,99912.59762614385,2,0.0,0.0,131,10.749255261864239,40552.25,1,32.08453933144675,35.796452733367445,15.345527809373317,56,59
12,56.213613989108126,177.2453850905516,258.8612771658719,285.9257373669925,2,-1,0,0,0,0,2,36,1,600.0,2,48.786085934273345,-45.0,97368.81124013296,97968.81124013296,2,0.0,0.0,131,3.385137501286538,40552.5,1,32.76865015267125,35.69150907234208,13.582156787546417,58,58
13,-38.76652815773559,206.04357495015577,-174.97556679150753,256.772459420687,2,0,0,0,0,0,0,74,1,1000.0,1,50.12861382937672,-43.12212420525688,97330.04471197522,98330.04471197522,1,0.0,0.0,131,4.853342309955121,40552.75,1,22.309619733026494,33.62475439960016,24.88038180238238,60,58
14,156.53736474885955,203.31440047859613,707.23310861143,265.27344459248934,1,-1,0,0,0,0,0,76,1,1000.0,2,50.06171444313025,-41.2482695787927,97486.58207672408,98486.58207672408,2,0.0,0.0,131,4.918490759365935,40553.0,1,22.292954907850934,22.3118726293376,1.239812057707156,61,57
15,54.84014087107789,199.41663826035347,243.4073370119667,184.79906035201793,2,0,0,0,0,0,0,79,1,1000.0,2,51.30351395763447,-39.1932735714002,97541.42221759516,98541.42221759516,2,0.0,0.0,131,5.014626706796775,40553.25,1,23.80925878915664,33.34303194804978,23.013634320424398,63,57
16,266.50918639751035,173.23176168985628,1185.5528074643998,209.93549504505745,1,-1,0,0,0,0,0,67,1,800.0,0,51.14362279467194,-37.278175767290065,97807.93140399267,98607.93140399267,0,0.0,0.0,131,4.61809077155419,40553.5,1,22.26570297127314,22.423723479889688,2.963181022788733,64,56
17,183.19988899286545,178.29315018786485,805.145772955026,174.53167104619524,3,-1,0,0,2,0,0,253,2,1600.0,0,52.01844027114527,-33.111342278131104,97991.13129298553,99591.13129298553,0,0.0,0.0,131,8.97398468933946,40553.75,1,47.5163869911522,50.64226129408036,16.21254418730508,67,55
18,275.6323171478143,169.34398986887152,1195.0988386849635,145.28140266283344,2,0,0,0,0,0,0,263,0,1549.4327301704616,0,53.02948407847441,-30.71890668657556,98266.76361013335,99816.19634030381,3,0.0,0.0,131,9.149617481968136,40554.0,2,26.663682367013433,32.842447714670655,18.737156998399872,69,55
19,-128.72653372715286,189.86036851125488,-517.6919555569881,369.46448803077647,5,5,0,0,1,0,0,502,1,2400.0,0,59.47020573641353,-27.718498350681216,98138.0370764062,100538.0370764062,0,0.0,0.0,131,12.640868754332628,40554.25,1,28.244201774109698,123.26341034944932,119.36259538209343,74,60
