,Dp,DpDr,DpDt,DsqP,Dx,Dy,Ege,Ely,Emg,Erg,Esp,area,centers,depth,id,lat,long,p_cent,p_edge,pid,precip,precipArea,ptid,radius,time,type,u,uv,v,x,y
0,,118.16359006036772,,221.23661901481273,,,3,0,0,0,0,36,4,400.0,5,63.23038479036131,-36.67435064649166,101272.68608026466,101672.68608026466,5,0.0,0.0,203,3.385137501286538,41038.75,1,,,,72,66
1,-204.92330314413994,151.15537228812653,-786.2934135585523,245.5601126315578,1,1,0,0,0,0,2,22,1,400.0,5,64.53019249757233,-36.25383808367363,101067.76277712052,101467.76277712052,5,0.0,0.0,203,2.6462837142006137,41039.0,1,3.351321730254983,24.331633444121984,24.0886704425603,73,67
2,-290.9854125872371,158.53309190424042,-1114.0500826761124,293.5849242891841,2,-1,0,0,0,0,0,20,1,400.0,2,64.79763080935336,-31.675470387980404,100776.77736453328,101176.77736453328,2,0.0,0.0,203,2.5231325220201604,41039.25,1,36.12205735389516,36.63742713742999,4.956297243406005,75,66
3,-274.0379229143873,138.37902739172813,-1045.1282769744607,329.32305662008275,1,0,0,0,0,0,0,105,1,800.0,2,65.27215235206612,-29.875991559837416,100502.73944161889,101302.73944161889,2,0.0,0.0,203,5.781222885281108,41039.5,1,13.949624576508867,16.59586089782399,8.794064688867842,76,66
4,-344.52399338055693,162.6515203828769,-1313.9486818058851,382.12125328084267,0,0,0,0,0,0,0,171,1,1200.0,4,65.27215235206612,-29.875991559837416,100158.21544823833,101358.21544823833,4,0.0,0.0,203,7.377736139048903,41039.75,1,0.0,0.0,0.0,76,66
5,-257.3186194019654,179.08854449840751,-991.723235027087,407.8440260068314,-1,-1,0,0,0,0,1,217,0,1488.4105422423308,4,64.00301897959311,-30.61861052757368,99900.89682883637,101389.3073710787,3,0.0,0.0,203,8.311031542587394,41040.0,2,6.032430740549078,24.24729089075132,23.52019870904958,75,65
6,-1335.9828227911057,291.47168815938977,-5245.131689261689,391.41726653447085,6,-5,0,0,1,0,0,213,1,2400.0,3,61.925722986481105,-16.073577279224793,98564.91400604526,100964.91400604526,3,0.0,0.0,203,8.234075889688375,41040.25,1,126.59174674188938,128.10141958680546,38.497462595520865,81,60
7,-648.350429031867,352.15087153933445,-2530.4174469222485,418.29226464503654,3,0,0,0,0,0,0,228,1,3000.0,2,62.57089781409071,-10.561014416613574,97916.5635770134,100916.5635770134,2,0.0,0.0,203,8.51907589177983,41040.5,1,47.046464282294814,49.03334958907773,11.956694604827804,84,60
8,-562.7492452313891,372.4643033111906,-2173.0989928625168,469.4810733302952,2,1,0,0,0,0,0,327,1,3800.0,3,63.77548498391529,-7.001265640744435,97353.814331782,101153.814331782,3,0.0,0.0,203,10.202319970580199,41040.75,1,29.14813376867768,37.203676156030845,22.323996997603498,86,61
9,95.29707118231454,353.5128627451506,370.6793273040731,401.6641397438593,1,-1,0,0,0,0,0,363,1,3800.0,4,62.94592884749695,-4.843995103187325,97449.11140296432,101249.11140296432,4,0.0,0.0,203,10.749255261864239,41041.0,1,18.183111240291204,23.613153187297048,15.37373895609706,87,60
10,30.467586398954154,342.29951325884423,118.41091722240736,377.24350049214763,3,0,0,0,0,0,0,429,1,4000.0,4,63.040439105567195,0.9710171138215173,97479.57898936328,101479.57898936328,4,0.0,0.0,203,11.685672474138842,41041.25,1,48.840588036705874,48.95105641246503,1.7515102022132596,90,60
11,267.87130202547996,309.7200239561256,1017.9722242839055,339.40303308915054,2,3,0,0,0,0,0,524,1,4000.0,5,65.72055006133526,5.389313134439504,97747.45029138876,101747.45029138876,5,0.0,0.0,203,12.914889870235298,41041.5,1,33.66192513138081,60.96584530527398,49.66912352098478,92,63
12,348.76481339061866,286.8379011149135,1315.2985124333154,277.04181150754675,-1,1,0,0,0,0,0,391,1,3200.0,4,66.7138354518613,3.3664588045391213,98096.21510477937,101296.21510477937,4,0.0,0.0,203,11.156126814350138,41041.75,1,14.81945262851666,23.817995471283986,18.408049356109085,91,64
13,500.5007791715616,235.52742425649896,1887.5411309877798,267.8528995183242,0,0,0,0,0,0,0,444,1,2800.0,4,66.7138354518613,3.3664588045391213,98596.71588395094,101396.71588395094,4,0.0,0.0,203,11.888212206450685,41042.0,1,0.0,0.0,0.0,91,64
14,252.87316490571538,217.36358637227934,947.2249214181985,322.45419142028004,0,1,0,0,0,0,0,383,1,2400.0,3,67.63578862354218,3.503529942350156,98849.58904885665,101249.58904885665,3,0.0,0.0,203,11.041407809169618,41042.25,1,0.9665539469526513,17.114467962231544,17.086085882462235,91,65
15,437.9892221607588,230.0239860660684,1630.0794961777415,322.29277365445523,0,1,0,0,0,0,0,152,1,1600.0,4,68.5561327722719,3.6522204983116637,99287.57827101741,100887.57827101741,4,0.0,0.0,203,6.955796338302048,41042.5,1,1.0074203953223488,17.087204183013796,17.05626668429157,91,66
16,368.68158800048695,236.32718012073545,1364.4486250964787,282.1393831751493,1,1,0,0,0,0,0,81,1,1200.0,5,69.39347713163046,6.340193719013655,99656.2598590179,100856.2598590179,5,0.0,0.0,203,5.077706251929807,41042.75,1,17.530832018284926,23.66567714621464,15.518074102518655,92,67
17,228.351682566994,233.46250237262507,839.7277267602097,348.87692979772737,-1,1,0,0,0,0,0,83,1,1200.0,4,70.39220492230929,3.9909111803520716,99884.61154158489,101084.61154158489,4,0.0,0.0,203,5.140011726956917,41043.0,1,14.609578963526507,23.800041391586525,18.50891057040238,91,68
18,152.34133729623863,234.88174038328157,560.2115273306559,323.2268485964328,0,0,0,0,0,0,0,82,1,1200.0,6,70.39220492230929,3.9909111803520716,100036.95287888113,101236.95287888113,6,0.0,0.0,203,5.108953969950291,41043.25,1,0.0,0.0,0.0,91,68
19,307.86696230132657,216.53970211232036,1132.1327764774321,300.71606654908464,0,0,0,0,0,0,0,67,1,1000.0,5,70.39220492230929,3.9909111803520716,100344.81984118246,101344.81984118246,5,0.0,0.0,203,4.61809077155419,41043.5,1,0.0,0.0,0.0,91,68
20,205.49521049612667,202.56615438920184,751.4937768525891,271.8540128032196,0,1,0,0,0,0,0,49,1,800.0,5,71.3080064328851,4.184913449150429,100550.31505167858,101350.31505167858,5,0.0,0.0,203,3.949327084834294,41043.75,1,1.1522378166985223,17.01298832559531,16.97208029824198,91,69
21,212.58051188966783,168.14973649193786,773.327923068969,235.99075745378786,0,1,0,0,0,0,0,40,1,600.0,5,72.2223714985084,4.398702888624256,100762.89556356825,101362.89556356825,5,0.0,0.0,203,3.5682482323055424,41044.0,1,1.2097064560662554,16.99072381989325,16.945459399721766,91,70
22,115.11491199175362,139.04271958015235,416.9080679695817,215.04881514937642,1,1,0,0,0,0,0,26,1,400.0,7,73.03697785933421,7.696054730975362,100878.01047556,101278.01047556,7,0.0,0.0,203,2.876813695875796,41044.25,1,17.82631931389946,23.674425143385257,15.096682422702981,92,71
23,217.23677660619433,91.52912328637689,783.0802039554114,193.40509276960938,0,1,0,0,0,0,0,15,1,200.0,6,73.94309738651621,8.130104032235181,101095.2472521662,101295.2472521662,6,0.0,0.0,203,2.1850968611841584,41044.5,1,2.224903909074062,16.947414078907798,16.792649059367573,92,72
24,52.37998048726877,0.0,188.71769016799348,148.92475322911605,-1,0,0,0,0,0,0,1,1,0.0,5,74.04686614196507,4.899089225823815,101147.62723265347,101147.62723265347,5,0.0,0.0,203,0.5641895835477563,41044.75,1,16.455715227834787,16.61939286631797,1.9230931916885106,91,72
25,0.0,,,,0,0,0,3,0,0,0,0,0,,5,74.04686614196507,4.899089225823815,,,5,0.0,0.0,203,0.0,41045.0,0,0.0,0.0,0.0,91,72
